area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_per_squrt
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,2,2,80.99,3,5999.26,5999.26
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1365.0,2,2,75.08,3,5500.37,5500.37
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300.0,3,2,77.99,3,5999.23,5999.23
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,2,1,80.99,3,5999.26,5999.26
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1390.0,2,2,76.45,3,5500.0,5500.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,3,3,78.3,3,5800.0,5800.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1250.0,2,2,68.75,3,5500.0,5500.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300.0,3,2,77.99,3,5999.23,5999.23
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1335.0,2,3,73.43,3,5500.37,5500.37
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300.0,3,2,77.99,3,5999.23,5999.23
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300.0,3,3,77.99,3,5999.23,5999.23
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1335.0,2,2,73.43,3,5500.37,5500.37
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,3,2,80.99,3,5999.26,5999.26
Super built-up  Area,Ready To Move,Kathriguppe,2 BHK,1250.0,2,1,68.75,2,5500.0,5500.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,3,2,80.99,3,5999.26,5999.26
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1200.0,2,2,52.0,2,4333.33,4333.33
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1020.0,2,1,52.0,2,5098.04,5098.04
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1200.0,2,1,49.5,2,4125.0,4125.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,945.0,2,2,50.0,2,5291.01,5291.01
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1060.0,2,2,45.0,2,4245.28,4245.28
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1100.0,2,1,46.0,2,4181.82,4181.82
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1185.0,2,1,49.0,2,4135.02,4135.02
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,997.0,2,3,53.0,2,5315.95,5315.95
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1060.0,2,2,42.0,2,3962.26,3962.26
Built-up  Area,Ready To Move,Kaval Byrasandra,1 BHK,480.0,1,1,25.0,1,5208.33,5208.33
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1125.0,2,1,41.5,2,3688.89,3688.89
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1180.0,2,2,60.0,2,5084.75,5084.75
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,1450.0,3,2,75.0,3,5172.41,5172.41
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1066.0,2,3,55.0,2,5159.47,5159.47
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1025.0,2,1,60.0,2,5853.66,5853.66
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,1400.0,3,2,75.0,3,5357.14,5357.14
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1015.0,2,2,58.0,2,5714.29,5714.29
Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,715.0,1,1,45.0,1,6293.71,6293.71
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150.0,2,2,58.0,2,5043.48,5043.48
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,1280.0,2,2,69.0,3,5390.62,5390.62
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,870.0,1,1,45.0,2,5172.41,5172.41
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150.0,2,2,60.0,2,5217.39,5217.39
Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,700.0,1,1,35.0,1,5000.0,5000.0
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1060.0,2,2,52.0,2,4905.66,4905.66
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150.0,2,2,57.0,2,4956.52,4956.52
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,1720.0,3,1,100.0,3,5813.95,5813.95
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1015.0,2,2,60.0,2,5911.33,5911.33
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2,1,38.0,2,5066.67,5066.67
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1197.0,2,2,50.0,2,4177.11,4177.11
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1200.0,2,0,58.0,2,4833.33,4833.33
Super built-up  Area,18-Nov,Kengeri,2 BHK,726.0,2,1,31.0,2,4269.97,4269.97
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1025.0,2,2,57.0,2,5560.98,5560.98
Built-up  Area,Ready To Move,Kengeri,3 BHK,1082.0,2,1,49.0,3,4528.65,4528.65
Built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2,1,36.0,2,4800.0,4800.0
Built-up  Area,Ready To Move,Kengeri,2 BHK,963.0,2,2,40.0,2,4153.69,4153.69
Super built-up  Area,18-Nov,Kengeri,2 BHK,726.0,2,1,35.0,2,4820.94,4820.94
Super built-up  Area,19-Aug,Kengeri,1 BHK,416.0,1,1,19.5,1,4687.5,4687.5
Super built-up  Area,Ready To Move,Kengeri,2 BHK,900.0,2,2,45.0,2,5000.0,5000.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,502.0,1,1,25.0,1,4980.08,4980.08
Plot  Area,Ready To Move,Kengeri,3 Bedroom,1200.0,3,1,67.0,3,5583.33,5583.33
Super built-up  Area,Ready To Move,Kengeri,2 BHK,725.0,2,1,30.0,2,4137.93,4137.93
Built-up  Area,Ready To Move,Kengeri,1 BHK,500.0,1,1,17.0,1,3400.0,3400.0
Super built-up  Area,19-Aug,Kengeri,1 BHK,540.0,1,1,22.5,1,4166.67,4166.67
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2,1,35.5,2,4733.33,4733.33
Super built-up  Area,18-Apr,Kengeri,3 BHK,1741.0,3,2,80.0,3,4595.06,4595.06
Plot  Area,Ready To Move,Kengeri,2 Bedroom,1200.0,2,0,58.0,2,4833.33,4833.33
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2,1,36.5,2,4866.67,4866.67
Super built-up  Area,18-Nov,Kengeri,1 BHK,416.0,1,1,18.0,1,4326.92,4326.92
Built-up  Area,Ready To Move,Kengeri,2 BHK,883.0,2,0,49.0,2,5549.26,5549.26
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1052.0,2,2,51.0,2,4847.91,4847.91
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1220.0,2,2,63.0,2,5163.93,5163.93
Plot  Area,Ready To Move,Kengeri,1 Bedroom,1150.0,1,0,52.0,1,4521.74,4521.74
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1192.0,2,2,53.5,2,4488.26,4488.26
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2,1,40.0,2,5333.33,5333.33
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1035.0,2,1,51.5,2,4975.85,4975.85
Built-up  Area,Ready To Move,Kengeri,8 Bedroom,3000.0,5,1,130.0,8,4333.33,4333.33
Built-up  Area,Ready To Move,Kengeri,1 BHK,410.0,1,1,15.0,1,3658.54,3658.54
Super built-up  Area,19-Dec,Kengeri,1 BHK,416.0,1,1,17.19,1,4132.21,4132.21
Built-up  Area,Ready To Move,Kengeri,5 Bedroom,2500.0,4,3,100.0,5,4000.0,4000.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,550.0,1,1,16.75,1,3045.45,3045.45
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,890.0,2,1,35.0,2,3932.58,3932.58
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,883.0,2,1,45.0,2,5096.26,5096.26
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,1415.0,2,3,66.0,3,4664.31,4664.31
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,930.0,1,1,30.0,1,3225.81,3225.81
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,1635.0,2,1,78.0,3,4770.64,4770.64
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1050.0,2,2,43.0,2,4095.24,4095.24
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1007.0,2,3,42.0,2,4170.8,4170.8
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,635.0,1,1,22.0,2,3464.57,3464.57
Super built-up  Area,20-Dec,Kengeri Satellite Town,2 BHK,818.0,2,1,26.0,2,3178.48,3178.48
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1030.0,2,2,50.0,2,4854.37,4854.37
Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,1200.0,2,1,65.0,2,5416.67,5416.67
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,795.0,2,2,32.0,2,4025.16,4025.16
Super built-up  Area,18-Jan,Kengeri Satellite Town,2 BHK,1302.5,2,0,44.285,2,3400.0,3400.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,800.0,2,1,40.0,2,5000.0,5000.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,654.0,1,1,22.0,1,3363.91,3363.91
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1060.0,2,3,42.0,2,3962.26,3962.26
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,750.0,2,1,33.0,2,4400.0,4400.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,920.0,2,3,39.0,2,4239.13,4239.13
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,985.0,2,2,42.0,2,4263.96,4263.96
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,410.0,1,1,15.0,1,3658.54,3658.54
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1120.0,2,2,49.0,2,4375.0,4375.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1110.0,2,1,43.0,2,3873.87,3873.87
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1170.0,2,3,50.0,2,4273.5,4273.5
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,777.4,2,0,25.0,2,3215.85,3215.85
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,800.0,2,1,32.0,2,4000.0,4000.0
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,950.0,2,1,32.0,2,3368.42,3368.42
Built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,1400.0,2,2,48.0,3,3428.57,3428.57
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,800.0,2,2,28.0,2,3500.0,3500.0
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,904.0,2,1,30.0,2,3318.58,3318.58
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1000.0,2,2,30.0,2,3000.0,3000.0
Built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,1240.0,3,2,41.0,3,3306.45,3306.45
Built-up  Area,Ready To Move,Kereguddadahalli,1 BHK,600.0,1,1,19.5,1,3250.0,3250.0
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1080.0,2,2,32.0,2,2962.96,2962.96
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1000.0,2,1,34.0,2,3400.0,3400.0
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1015.0,2,1,35.0,2,3448.28,3448.28
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1190.0,2,2,57.0,3,4789.92,4789.92
Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,995.0,2,1,41.0,2,4120.6,4120.6
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1495.0,2,2,75.0,3,5016.72,5016.72
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1125.0,2,1,52.0,2,4622.22,4622.22
Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1150.0,2,3,48.0,2,4173.91,4173.91
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1070.0,2,3,43.0,2,4018.69,4018.69
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1620.0,2,2,85.0,3,5246.91,5246.91
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1026.0,2,1,45.0,2,4385.96,4385.96
Built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,450.0,1,1,18.0,1,4000.0,4000.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,907.0,2,2,38.5,2,4244.76,4244.76
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1181.0,2,2,57.0,2,4826.42,4826.42
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,900.0,2,1,42.0,2,4666.67,4666.67
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1400.0,3,3,66.0,3,4714.29,4714.29
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,976.0,2,1,50.0,2,5122.95,5122.95
Built-up  Area,Ready To Move,Kodichikkanahalli,5 Bedroom,2700.0,4,2,125.0,5,4629.63,4629.63
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1299.0,2,3,58.0,2,4464.97,4464.97
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,1166.0,2,2,55.0,2,4716.98,4716.98
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,1320.0,3,0,65.0,3,4924.24,4924.24
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1117.0,2,2,56.0,2,5013.43,5013.43
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1200.0,2,1,55.0,2,4583.33,4583.33
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1200.0,2,2,60.0,2,5000.0,5000.0
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,2120.0,3,2,177.0,3,8349.06,8349.06
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1013.0,2,1,51.0,2,5034.55,5034.55
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,1324.0,3,2,65.0,3,4909.37,4909.37
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,965.0,2,1,38.0,2,3937.82,3937.82
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,866.0,2,2,32.0,2,3695.15,3695.15
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,1442.0,3,2,80.0,3,5547.85,5547.85
Super built-up  Area,19-Jun,Kodigehalli,2 BHK,1270.0,2,1,98.0,2,7716.54,7716.54
Super built-up  Area,Ready To Move,Kodigehalli,2 BHK,1200.0,2,2,48.0,2,4000.0,4000.0
Super built-up  Area,19-Jun,Kodigehalli,1 BHK,655.0,1,1,53.0,1,8091.6,8091.6
Super built-up  Area,19-Jun,Kodigehalli,3 BHK,1820.0,3,2,150.0,3,8241.76,8241.76
Super built-up  Area,Ready To Move,Kodigehalli,2 BHK,635.0,1,1,28.0,2,4409.45,4409.45
Plot  Area,Ready To Move,Kodigehalli,3 Bedroom,1200.0,4,1,156.0,3,13000.0,13000.0
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3252.0,5,3,335.0,4,10301.35,10301.35
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2700.0,4,1,270.0,3,10000.0,10000.0
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2392.0,4,2,260.0,3,10869.57,10869.57
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2408.0,4,2,260.0,3,10797.34,10797.34
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2500.0,4,1,260.0,3,10400.0,10400.0
Built-up  Area,Ready To Move,Kodihalli,3 BHK,1620.0,3,2,130.0,3,8024.69,8024.69
Super built-up  Area,18-Aug,Kodihalli,4 BHK,3260.0,5,3,388.0,4,11901.84,11901.84
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3197.0,5,2,335.0,4,10478.57,10478.57
Built-up  Area,Ready To Move,Kodihalli,2 BHK,1490.0,2,1,150.0,2,10067.11,10067.11
Super built-up  Area,Ready To Move,Kogilu,3 BHK,1909.0,3,2,88.0,3,4609.74,4609.74
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1170.0,2,1,51.99,2,4443.59,4443.59
Built-up  Area,Ready To Move,Kogilu,2 Bedroom,650.0,2,0,28.0,2,4307.69,4307.69
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1140.0,2,1,50.66,2,4443.86,4443.86
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1200.0,2,1,53.33,2,4444.17,4444.17
Super built-up  Area,21-May,Kogilu,3 BHK,1934.0,3,2,150.0,3,7755.95,7755.95
Built-up  Area,Ready To Move,Kogilu,1 Bedroom,540.0,1,0,36.0,1,6666.67,6666.67
Super built-up  Area,21-May,Kogilu,3 BHK,1559.0,3,2,127.0,3,8146.25,8146.25
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1190.0,2,2,50.66,2,4257.14,4257.14
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1140.0,2,2,50.66,2,4443.86,4443.86
Super built-up  Area,21-May,Kogilu,3 BHK,1559.0,3,2,120.0,3,7697.24,7697.24
Super built-up  Area,Ready To Move,Kogilu,1 BHK,700.0,1,1,30.84,1,4405.71,4405.71
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1250.0,2,1,55.55,2,4444.0,4444.0
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1200.0,2,1,53.33,2,4444.17,4444.17
Built-up  Area,Ready To Move,Kogilu,2 BHK,952.0,2,2,49.0,2,5147.06,5147.06
Super built-up  Area,Ready To Move,Kogilu,1 BHK,700.0,1,1,30.84,1,4405.71,4405.71
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1250.0,2,1,55.55,2,4444.0,4444.0
Plot  Area,Ready To Move,Kogilu,7 Bedroom,2456.0,7,2,85.0,7,3460.91,3460.91
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1140.0,2,2,50.66,2,4443.86,4443.86
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1140.0,2,2,50.66,2,4443.86,4443.86
Super built-up  Area,17-Nov,Konanakunte,3 BHK,2791.0,3,1,223.0,3,7989.97,7989.97
Built-up  Area,Ready To Move,Konanakunte,2 Bedroom,884.0,1,0,58.0,2,6561.09,6561.09
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,1200.0,4,0,125.0,4,10416.67,10416.67
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,1200.0,2,1,130.0,4,10833.33,10833.33
Plot  Area,Ready To Move,Konanakunte,3 Bedroom,2400.0,2,3,180.0,3,7500.0,7500.0
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,1423.0,2,2,85.0,3,5973.3,5973.3
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2,1,165.0,2,12500.0,12500.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1253.0,2,1,102.0,2,8140.46,8140.46
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1580.0,3,2,160.0,3,10126.58,10126.58
Super built-up  Area,Ready To Move,Koramangala,4 BHK,3500.0,5,2,425.0,4,12142.86,12142.86
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1005.0,1,1,110.0,2,10945.27,10945.27
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2292.0,4,1,275.0,3,11998.25,11998.25
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1290.0,2,3,100.0,2,7751.94,7751.94
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1300.0,2,3,110.0,2,8461.54,8461.54
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1325.0,2,2,119.0,2,8981.13,8981.13
Built-up  Area,Ready To Move,Koramangala,2 BHK,1140.0,2,1,75.2,2,6596.49,6596.49
Built-up  Area,Ready To Move,Koramangala,2 BHK,1260.0,2,3,100.0,2,7936.51,7936.51
Built-up  Area,Ready To Move,Koramangala,3 BHK,1975.0,3,1,210.0,3,10632.91,10632.91
Built-up  Area,Ready To Move,Koramangala,2 BHK,1900.0,2,1,200.0,2,10526.32,10526.32
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2292.0,3,2,286.0,3,12478.18,12478.18
Built-up  Area,Ready To Move,Koramangala,3 BHK,2300.0,3,3,290.0,3,12608.7,12608.7
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2,1,150.0,2,11363.64,11363.64
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2,2,110.0,2,8333.33,8333.33
Super built-up  Area,Ready To Move,Koramangala,4 BHK,5985.0,4,1,775.0,4,12949.04,12949.04
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2246.0,3,0,300.0,3,13357.08,13357.08
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1083.0,2,1,100.0,2,9233.61,9233.61
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1744.0,3,1,200.0,3,11467.89,11467.89
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1180.0,2,1,128.0,2,10847.46,10847.46
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2,1,160.0,2,12121.21,12121.21
Built-up  Area,Ready To Move,Koramangala,2 BHK,1370.0,2,2,125.0,2,9124.09,9124.09
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1100.0,2,2,85.0,2,7727.27,7727.27
Super built-up  Area,19-Dec,Koramangala,2 BHK,1249.0,2,1,165.0,2,13210.57,13210.57
Built-up  Area,Ready To Move,Koramangala,2 BHK,1200.0,2,2,100.0,2,8333.33,8333.33
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2223.0,3,2,300.0,3,13495.28,13495.28
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1744.0,4,1,210.0,3,12041.28,12041.28
Super built-up  Area,19-Sep,Koramangala,3 BHK,1866.0,4,2,245.0,3,13129.69,13129.69
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2,1,160.0,2,12121.21,12121.21
Built-up  Area,Ready To Move,Koramangala,2 BHK,1350.0,2,2,103.0,2,7629.63,7629.63
Built-up  Area,Ready To Move,Koramangala,4 Bedroom,6000.0,4,0,625.0,4,10416.67,10416.67
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2,1,160.0,2,12121.21,12121.21
Built-up  Area,Ready To Move,Koramangala,3 BHK,1710.0,3,2,210.0,3,12280.7,12280.7
Built-up  Area,Ready To Move,Koramangala,2 BHK,1355.0,2,2,95.0,2,7011.07,7011.07
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1600.0,3,1,170.0,3,10625.0,10625.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1260.0,2,1,100.0,2,7936.51,7936.51
Super built-up  Area,Ready To Move,Kothannur,2 BHK,1206.0,2,1,48.23,2,3999.17,3999.17
Built-up  Area,Ready To Move,Kothannur,2 BHK,1100.0,2,2,40.0,2,3636.36,3636.36
Super built-up  Area,Ready To Move,Kothannur,2 BHK,1197.0,2,1,47.88,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Kothannur,2 BHK,1197.0,2,1,47.8,2,3993.32,3993.32
Super built-up  Area,Ready To Move,Kothannur,2 BHK,1070.0,2,1,42.79,2,3999.07,3999.07
Super built-up  Area,18-Jun,Kothannur,2 BHK,1070.0,2,2,38.6,2,3607.48,3607.48
Super built-up  Area,Ready To Move,Kothannur,3 BHK,1485.0,2,2,59.4,3,4000.0,4000.0
Super built-up  Area,Ready To Move,Kothannur,3 BHK,1215.0,2,3,48.6,3,4000.0,4000.0
Super built-up  Area,Ready To Move,Kothannur,3 BHK,1404.0,2,1,56.15,3,3999.29,3999.29
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1200.0,2,1,51.0,2,4250.0,4250.0
Plot  Area,Ready To Move,Kothanur,3 Bedroom,2400.0,2,1,150.0,3,6250.0,6250.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1828.0,3,1,110.0,3,6017.51,6017.51
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1186.0,2,2,58.0,2,4890.39,4890.39
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1847.0,3,2,105.0,3,5684.89,5684.89
Plot  Area,Ready To Move,Kothanur,5 Bedroom,9600.0,5,2,550.0,5,5729.17,5729.17
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1435.0,3,3,70.0,3,4878.05,4878.05
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1187.0,2,2,58.0,2,4886.27,4886.27
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1847.0,3,2,110.0,3,5955.6,5955.6
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1460.0,3,3,71.0,3,4863.01,4863.01
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1185.0,2,2,59.0,2,4978.9,4978.9
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1436.0,3,3,70.0,3,4874.65,4874.65
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1462.0,3,3,71.0,3,4856.36,4856.36
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1790.0,3,2,105.0,3,5865.92,5865.92
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1070.0,2,1,45.5,2,4252.34,4252.34
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1145.0,2,2,56.0,2,4890.83,4890.83
Plot  Area,Ready To Move,Kothanur,4 Bedroom,3401.0,5,1,230.0,4,6762.72,6762.72
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1455.0,2,1,69.0,2,4742.27,4742.27
Built-up  Area,Ready To Move,Kothanur,1 Bedroom,627.0,1,1,30.0,1,4784.69,4784.69
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1302.0,2,1,68.5,2,5261.14,5261.14
Super built-up  Area,15-Oct,Kothanur,3 BHK,1760.0,3,1,111.0,3,6306.82,6306.82
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1185.0,2,2,58.0,2,4894.51,4894.51
Plot  Area,Ready To Move,Kothanur,1 Bedroom,1500.0,1,0,75.0,1,5000.0,5000.0
Super built-up  Area,18-Mar,Kothanur,2 BHK,1075.0,2,2,53.0,2,4930.23,4930.23
Built-up  Area,Ready To Move,Kothanur,3 BHK,1790.0,3,0,97.0,3,5418.99,5418.99
Plot  Area,Ready To Move,Kothanur,4 Bedroom,2700.0,4,2,175.0,4,6481.48,6481.48
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1786.0,2,2,106.0,3,5935.05,5935.05
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1787.0,3,2,107.0,3,5987.69,5987.69
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1141.0,2,2,54.0,2,4732.69,4732.69
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1760.0,3,1,110.0,3,6250.0,6250.0
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1160.0,2,2,57.0,2,4913.79,4913.79
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1095.0,2,2,55.0,2,5022.83,5022.83
