,area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_squrt
5311,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1090.0,2.0,1.0,54.0,2,4954.128440366972
5312,Plot  Area,Ready To Move,Kaggadasapura,5 Bedroom,2100.0,5.0,0.0,150.0,5,7142.857142857143
5313,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390.0,2.0,3.0,62.55,3,4500.0
5314,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1200.0,2.0,3.0,78.0,2,6500.0
5315,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1000.0,2.0,2.0,58.0,2,5800.0
5316,Plot  Area,18-Oct,Devanahalli,4 Bedroom,2400.0,5.0,2.0,190.0,4,7916.666666666667
5317,Super built-up  Area,21-Dec,Thanisandra,3 BHK,1732.0,3.0,1.0,85.73,3,4949.769053117783
5318,Super built-up  Area,Ready To Move,Banashankari,2 BHK,1290.0,2.0,2.0,80.0,2,6201.550387596899
5319,Super built-up  Area,Ready To Move,other,3 BHK,1840.0,3.0,3.0,85.0,3,4619.565217391304
5320,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1917.0,4.0,2.0,100.0,3,5216.484089723526
5321,Built-up  Area,Ready To Move,other,2 BHK,1100.0,2.0,2.0,57.0,2,5181.818181818182
5322,Super built-up  Area,Ready To Move,Kudlu,3 BHK,1455.0,2.0,3.0,60.0,3,4123.711340206186
5323,Super built-up  Area,Ready To Move,Devarachikkanahalli,3 BHK,1425.0,2.0,2.0,65.0,3,4561.403508771929
5324,Super built-up  Area,18-Dec,Whitefield,3 BHK,1655.0,3.0,1.0,113.0,3,6827.794561933535
5325,Super built-up  Area,18-Mar,Haralur Road,4 BHK,2805.0,5.0,3.0,160.0,4,5704.0998217468805
5326,Super built-up  Area,Ready To Move,other,2 BHK,1040.0,2.0,1.0,46.79,2,4499.038461538462
5327,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1126.0,2.0,1.0,55.0,2,4884.547069271758
5328,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1250.0,2.0,1.0,55.55,2,4444.0
5329,Plot  Area,Ready To Move,Yelahanka,4 Bedroom,1800.0,4.0,2.0,180.0,4,10000.0
5330,Plot  Area,Ready To Move,other,2 Bedroom,1200.0,2.0,0.0,53.0,2,4416.666666666667
5331,Built-up  Area,Ready To Move,other,4 BHK,2050.0,3.0,1.0,100.0,4,4878.048780487805
5332,Super built-up  Area,Ready To Move,Whitefield,1 BHK,530.0,1.0,1.0,29.44,1,5554.716981132076
5333,Built-up  Area,19-Jun,Sarjapur,4 Bedroom,2585.5,4.0,0.0,139.5,4,5395.4747631019145
5334,Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,37.0,2,4190.260475651189
5335,Super built-up  Area,Ready To Move,Sompura,3 BHK,1275.0,3.0,1.0,59.0,3,4627.450980392156
5336,Super built-up  Area,Ready To Move,other,2 BHK,800.0,2.0,2.0,30.0,2,3750.0
5337,Super built-up  Area,Ready To Move,Devanahalli,1 BHK,1200.0,1.0,0.0,95.0,1,7916.666666666667
5338,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1063.0,2.0,1.0,58.0,2,5456.255879586077
5339,Super built-up  Area,Ready To Move,Balagere,1 BHK,656.0,1.0,1.0,43.0,1,6554.878048780488
5340,Super built-up  Area,Ready To Move,other,2 BHK,1125.0,2.0,2.0,36.0,2,3200.0
5341,Super built-up  Area,18-Dec,Marathahalli,2 BHK,881.0,2.0,1.0,48.06,2,5455.16458569807
5342,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,700.0,1.0,1.0,32.0,2,4571.428571428572
5343,Plot  Area,Ready To Move,other,3 Bedroom,1936.0,3.0,0.0,110.0,3,5681.818181818182
5344,Super built-up  Area,18-Dec,Hosa Road,3 BHK,1680.0,3.0,1.0,101.0,3,6011.9047619047615
5345,Super built-up  Area,Ready To Move,Rayasandra,2 BHK,1253.0,2.0,2.0,57.0,2,4549.082202713487
5346,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640.0,3.0,3.0,230.0,3,14024.39024390244
5347,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1082.0,3.0,2.0,50.0,3,4621.072088724584
5348,Built-up  Area,18-Dec,Electronic City,2 BHK,1065.0,2.0,1.0,30.75,2,2887.323943661972
5349,Super built-up  Area,18-Dec,Iblur Village,3 BHK,2100.0,4.0,2.0,145.0,3,6904.761904761905
5350,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,58.0,2,5420.560747663551
5351,Super built-up  Area,16-Sep,Raja Rajeshwari Nagar,3 BHK,1280.0,3.0,2.0,57.6,3,4500.0
5352,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1125.0,2.0,1.0,29.25,2,2600.0
5353,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1755.0,3.0,2.0,122.0,3,6951.566951566952
5354,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1210.0,2.0,1.0,54.0,2,4462.809917355372
5355,Super built-up  Area,18-Sep,Talaghattapura,2 BHK,951.0,2.0,2.0,30.43,2,3199.789695057834
5356,Built-up  Area,18-Apr,Electronic City,3 BHK,1500.0,2.0,1.0,75.0,3,5000.0
5357,Super built-up  Area,Ready To Move,other,3 BHK,1652.5,3.0,2.0,90.0,3,5446.293494704993
5358,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1381.0,2.0,2.0,76.18,3,5516.292541636496
5359,Super built-up  Area,18-Dec,Whitefield,2 BHK,1085.0,2.0,1.0,57.0,2,5253.4562211981565
5360,Super built-up  Area,18-Apr,Whitefield,1 BHK,905.0,1.0,1.0,50.0,1,5524.861878453039
5361,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1685.0,3.0,2.0,95.0,3,5637.982195845697
5362,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1200.0,2.0,2.0,75.0,2,6250.0
5363,Super built-up  Area,Ready To Move,Anandapura,2 BHK,1151.0,2.0,1.0,42.9,2,3727.193744569939
5364,Built-up  Area,Ready To Move,Brookefield,4 Bedroom,3532.0,3.0,3.0,170.0,4,4813.137032842582
5365,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3.0,2.0,86.91,3,5219.81981981982
5366,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,800.0,2.0,1.0,40.0,2,5000.0
5367,Built-up  Area,Ready To Move,Chamrajpet,2 Bedroom,1050.0,2.0,1.0,162.0,2,15428.57142857143
5368,Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,1030.0,2.0,2.0,46.5,2,4514.563106796117
5369,Super built-up  Area,Ready To Move,Hoodi,2 BHK,1257.0,2.0,1.0,71.03,2,5650.755767700875
5370,Super built-up  Area,18-Dec,Whitefield,3 BHK,1600.0,3.0,2.0,82.0,3,5125.0
5371,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,1465.0,3.0,3.0,75.0,3,5119.453924914676
5372,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1650.0,3.0,2.0,111.0,3,6727.272727272727
5373,Built-up  Area,Ready To Move,Yelahanka New Town,2 Bedroom,680.0,1.0,1.0,80.0,2,11764.70588235294
5374,Plot  Area,18-Aug,Whitefield,4 Bedroom,1230.0,4.0,2.0,80.0,4,6504.065040650406
5375,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1300.0,2.0,2.0,82.0,2,6307.692307692308
5376,Built-up  Area,Ready To Move,KR Puram,2 BHK,1000.0,2.0,1.0,44.5,2,4450.0
5377,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1146.0,2.0,1.0,53.8,2,4694.589877835952
5378,Super built-up  Area,18-Mar,Indira Nagar,3 BHK,2601.0,4.0,,312.0,3,11995.38638985006
5379,Super built-up  Area,Ready To Move,other,3 BHK,2159.0,3.0,2.0,110.0,3,5094.951366373321
5380,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1255.0,2.0,2.0,40.0,2,3187.2509960159364
5381,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1200.0,2.0,1.0,60.0,2,5000.0
5382,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1040.0,2.0,1.0,37.0,2,3557.692307692308
5383,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1180.0,2.0,1.0,41.3,2,3499.9999999999995
5384,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1200.0,2.0,3.0,47.0,2,3916.6666666666665
5385,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1374.0,3.0,2.0,51.0,3,3711.7903930131006
5386,Super built-up  Area,Ready To Move,Vidyaranyapura,9 BHK,4700.0,10.0,3.0,130.0,9,2765.9574468085107
5387,Super built-up  Area,19-Dec,Whitefield,1 BHK,630.5,1.0,0.0,32.15,1,5099.127676447264
5388,Plot  Area,Ready To Move,other,3 Bedroom,2400.0,2.0,0.0,480.0,3,20000.0
5389,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2384.0,4.0,2.0,165.0,3,6921.140939597315
5390,Super built-up  Area,19-Aug,Electronic City,3 BHK,1033.0,2.0,2.0,28.41,3,2750.242013552759
5391,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1200.0,2.0,1.0,54.0,2,4500.0
5392,Built-up  Area,Ready To Move,Haralur Road,3 BHK,2017.0,3.0,2.0,105.0,3,5205.751115518096
5393,Plot  Area,Ready To Move,other,3 Bedroom,1500.0,3.0,2.0,138.0,3,9200.0
5394,Super built-up  Area,Ready To Move,other,2 BHK,700.0,2.0,0.0,43.0,2,6142.857142857143
5395,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1495.0,2.0,2.0,52.33,3,3500.334448160535
5396,Super built-up  Area,Ready To Move,Kothanur,2 BHK,1302.0,2.0,1.0,68.5,2,5261.136712749616
5397,Built-up  Area,18-Mar,Whitefield,1 BHK,905.0,1.0,1.0,52.0,1,5745.85635359116
5398,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,1.0,55.79,2,4281.657712970069
5399,Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1350.0,3.0,0.0,71.0,3,5259.259259259259
5400,Super built-up  Area,Ready To Move,Gottigere,3 BHK,1380.0,2.0,2.0,95.0,3,6884.057971014493
5401,Super built-up  Area,Ready To Move,Harlur,3 BHK,1620.0,3.0,1.0,110.0,3,6790.123456790124
5402,Built-up  Area,Ready To Move,Chandapura,4 Bedroom,4800.0,4.0,3.0,250.0,4,5208.333333333333
5403,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1000.0,2.0,1.0,38.5,2,3850.0
5404,Super built-up  Area,18-Apr,Thanisandra,2 BHK,1250.0,1.0,1.0,54.0,2,4320.0
5405,Built-up  Area,Ready To Move,other,3 BHK,1750.0,3.0,3.0,170.0,3,9714.285714285714
5406,Super built-up  Area,Ready To Move,Anekal,3 BHK,997.0,3.0,2.0,55.0,3,5516.5496489468405
5407,Super built-up  Area,15-Oct,Kothanur,3 BHK,1760.0,3.0,,111.0,3,6306.818181818182
5408,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1322.0,2.0,2.0,75.0,2,5673.2223903177
5409,Plot  Area,Ready To Move,other,3 Bedroom,1365.0,3.0,0.0,99.0,3,7252.747252747253
5410,Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,1500.0,3.0,2.0,125.0,3,8333.333333333334
5411,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1256.0,2.0,2.0,50.0,3,3980.891719745223
5412,Super built-up  Area,Ready To Move,Brookefield,2 BHK,941.0,2.0,2.0,48.0,2,5100.956429330499
5413,Plot  Area,Ready To Move,Devanahalli,4 Bedroom,5000.0,4.0,3.0,465.0,4,9300.0
5414,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3.0,2.0,86.58,3,5200.0
5415,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1414.0,2.0,,84.18,2,5953.323903818953
5416,Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1270.0,2.0,3.0,55.25,3,4350.393700787402
5417,Plot  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,4100.0,3.0,0.0,300.0,4,7317.073170731707
5418,Built-up  Area,Ready To Move,other,6 Bedroom,1800.0,3.0,,105.0,6,5833.333333333333
5419,Super built-up  Area,21-Mar,Kanakpura Road,1 BHK,712.0,1.0,1.0,38.44,1,5398.876404494382
5420,Super built-up  Area,17-Dec,Rajaji Nagar,4 BHK,2648.0,5.0,0.0,251.5,4,9497.73413897281
5421,Plot  Area,Ready To Move,other,3 Bedroom,900.0,4.0,2.0,180.0,3,20000.0
5422,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1200.0,2.0,1.0,49.0,2,4083.3333333333335
5423,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,654.0,1.0,1.0,22.0,1,3363.914373088685
5424,Super built-up  Area,Ready To Move,other,2 BHK,708.0,1.0,1.0,55.0,2,7768.361581920903
5425,Built-up  Area,Ready To Move,other,3 BHK,1680.0,3.0,3.0,135.0,3,8035.714285714285
5426,Super built-up  Area,Ready To Move,other,2 BHK,990.0,2.0,2.0,58.0,2,5858.585858585859
5427,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1380.0,2.0,1.0,42.0,2,3043.478260869565
5428,Super built-up  Area,18-May,Hebbal,2 BHK,1088.0,2.0,2.0,62.0,2,5698.529411764706
5429,Super built-up  Area,Ready To Move,Harlur,3 BHK,1414.0,3.0,2.0,77.5,3,5480.905233380481
5430,Built-up  Area,Ready To Move,other,2 BHK,1240.0,2.0,1.0,100.0,2,8064.516129032258
5431,Built-up  Area,Ready To Move,other,3 BHK,1810.0,3.0,3.0,118.0,3,6519.3370165745855
5432,Super built-up  Area,19-Dec,other,3 BHK,2005.0,3.0,2.0,240.0,3,11970.07481296758
5433,Super built-up  Area,Ready To Move,Kothanur,2 BHK,1185.0,2.0,2.0,58.0,2,4894.514767932489
5434,Plot  Area,18-Oct,Whitefield,3 Bedroom,1200.0,3.0,2.0,57.15,3,4762.5
5435,Super built-up  Area,Ready To Move,other,2 BHK,1265.0,2.0,1.0,58.0,2,4584.98023715415
5436,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1100.0,2.0,1.0,55.0,2,5000.0
5437,Built-up  Area,Ready To Move,other,2 BHK,1035.0,2.0,2.0,44.0,2,4251.207729468599
5438,Super built-up  Area,Ready To Move,Sonnenahalli,1 BHK,614.5,1.0,0.0,30.715,1,4998.372660699756
5439,Built-up  Area,Ready To Move,other,2 BHK,1000.0,2.0,1.0,97.0,2,9700.0
5440,Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,1179.0,2.0,2.0,49.35,2,4185.750636132316
5441,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1650.0,3.0,1.0,84.0,3,5090.909090909091
5442,Plot  Area,Ready To Move,other,6 Bedroom,2800.0,4.0,3.0,100.0,6,3571.428571428572
5443,Plot  Area,Ready To Move,other,8 Bedroom,3500.0,6.0,2.0,120.0,8,3428.5714285714284
5444,Built-up  Area,Ready To Move,other,3 BHK,1430.0,3.0,1.0,78.65,3,5500.000000000001
5445,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1130.0,2.0,2.0,58.0,3,5132.743362831859
5446,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1850.0,2.0,,110.0,3,5945.945945945946
5447,Super built-up  Area,Ready To Move,Hennur,3 BHK,1340.0,3.0,2.0,54.24,3,4047.7611940298502
5448,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,4334.0,2.708601981443623,,338.0,4,7798.800184586987
5449,Plot  Area,Ready To Move,other,2 Bedroom,600.0,2.0,0.0,30.0,2,5000.0
5450,Super built-up  Area,Ready To Move,Banashankari,3 BHK,2582.0,5.0,2.0,250.0,3,9682.416731216112
5451,Super built-up  Area,Ready To Move,Channasandra,2 BHK,1160.0,2.0,1.0,55.0,2,4741.379310344828
5452,Built-up  Area,Ready To Move,other,1 Bedroom,1200.0,2.0,1.0,45.0,1,3750.0
5453,Built-up  Area,18-Aug,other,2 BHK,1116.0,2.0,1.0,37.6,2,3369.1756272401435
5454,Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,2663.0,4.0,1.0,338.0,3,12692.452121667293
5455,Built-up  Area,Ready To Move,other,2 BHK,1090.0,2.0,2.0,45.0,2,4128.440366972477
5456,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1100.0,2.0,1.0,45.0,2,4090.909090909091
5457,Super built-up  Area,18-Aug,Kammasandra,3 BHK,1365.0,2.0,1.0,34.13,3,2500.3663003663005
5458,Super built-up  Area,20-Feb,Vijayanagar,3 BHK,1484.0,3.0,2.0,79.19,3,5336.253369272237
5459,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1630.0,3.0,2.0,68.0,3,4171.779141104295
5460,Super built-up  Area,18-May,Whitefield,3 BHK,1451.0,2.0,2.0,52.43,3,3613.370089593384
5461,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1330.0,2.0,1.0,107.0,2,8045.112781954887
5462,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2127.0,3.0,2.0,135.0,3,6346.967559943582
5463,Plot  Area,Ready To Move,other,4 Bedroom,1260.0,4.0,2.0,65.0,4,5158.730158730159
5464,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1173.0,2.0,2.0,45.75,3,3900.2557544757033
5465,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1445.0,2.0,1.0,56.0,3,3875.432525951557
5466,Super built-up  Area,Ready To Move,other,4 BHK,2250.0,4.0,1.0,400.0,4,17777.777777777777
5467,Plot  Area,18-Dec,Bannerghatta Road,3 Bedroom,1500.0,4.0,2.0,239.0,3,15933.333333333334
5468,Super built-up  Area,18-Nov,Thanisandra,3 BHK,2336.5,3.0,0.0,115.89,3,4959.982880376631
5469,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1197.0,2.0,1.0,47.88,2,4000.0
5470,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,1200.0,4.0,1.0,225.0,4,18750.0
5471,Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,3930.0,7.0,,329.0,5,8371.501272264632
5472,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450.0,3.0,3.0,62.4,3,4303.448275862069
5473,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1187.0,2.0,1.0,37.85,2,3188.7110362257795
5474,Plot  Area,Ready To Move,other,6 Bedroom,4000.0,6.0,3.0,850.0,6,21250.0
5475,Super built-up  Area,18-Aug,Channasandra,2 BHK,1050.0,2.0,2.0,41.0,2,3904.7619047619046
5476,Super built-up  Area,18-May,Panathur,3 BHK,1370.0,2.0,2.0,54.8,3,4000.0
5477,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1036.0,2.0,2.0,39.37,2,3800.1930501930497
5478,Super built-up  Area,18-Jun,JP Nagar,3 BHK,1275.0,3.0,2.0,41.2,3,3231.3725490196084
5479,Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,2010.0,3.0,2.0,115.0,4,5721.393034825871
5480,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1265.0,2.0,2.0,46.6,2,3683.794466403162
5481,Super built-up  Area,Ready To Move,Anandapura,3 BHK,1576.0,3.0,2.0,58.0,3,3680.203045685279
5482,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1148.0,2.0,1.0,56.0,2,4878.048780487805
5483,Super built-up  Area,Ready To Move,other,2 BHK,1000.0,2.0,1.0,36.0,2,3600.0
5484,Super built-up  Area,Ready To Move,Kudlu,3 BHK,1293.0,2.0,2.0,85.0,3,6573.859242072699
5485,Plot  Area,18-May,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3,5500.0
5486,Super built-up  Area,Ready To Move,Munnekollal,2 BHK,1210.0,2.0,3.0,75.0,2,6198.347107438017
5487,Built-up  Area,Ready To Move,HSR Layout,2 BHK,1126.0,2.0,1.0,69.0,2,6127.886323268206
5488,Built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,1840.0,4.0,1.0,175.0,3,9510.869565217392
5489,Built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1440.0,2.0,0.0,70.0,3,4861.111111111111
5490,Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1300.0,2.0,2.0,52.0,3,4000.0
5491,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1276.0,2.0,2.0,75.0,2,5877.742946708464
5492,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1216.0,2.0,1.0,83.0,2,6825.6578947368425
5493,Super built-up  Area,18-Apr,other,1 BHK,840.0,1.0,0.0,75.0,1,8928.57142857143
5494,Built-up  Area,Ready To Move,Sompura,2 BHK,1126.0,2.0,2.0,39.0,2,3463.587921847247
5495,Super built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,1162.0,2.0,0.0,65.0,2,5593.803786574871
5496,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1301.0,2.0,2.0,65.0,2,4996.156802459646
5497,Super built-up  Area,19-Dec,Devanahalli,1 BHK,658.0,1.0,1.0,34.0,1,5167.173252279636
5498,Plot  Area,Ready To Move,Sahakara Nagar,3 Bedroom,1350.0,3.0,1.0,250.0,3,18518.51851851852
5499,Super built-up  Area,Ready To Move,Whitefield,3 BHK,2500.0,3.0,2.0,280.0,3,11200.0
5500,Built-up  Area,Ready To Move,Chandapura,3 BHK,1208.51,3.0,2.0,42.0,3,3475.3539482503247
5501,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,2.0,38.41,2,3390.114739629302
5502,Super built-up  Area,Ready To Move,other,3 BHK,1760.0,2.0,1.0,116.0,3,6590.909090909091
5503,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,940.0,2.0,1.0,25.38,2,2700.0
5504,Super built-up  Area,Ready To Move,other,2 BHK,1145.0,2.0,2.0,57.0,2,4978.1659388646285
5505,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1302.5,2.0,0.0,67.73,2,5200.0
5506,Built-up  Area,Ready To Move,other,4 Bedroom,3900.0,5.0,1.0,550.0,4,14102.564102564103
5507,Super built-up  Area,Ready To Move,other,4 BHK,3317.5,5.0,0.0,268.5,4,8093.443858327054
5508,Built-up  Area,Ready To Move,Dasarahalli,2 BHK,1300.0,2.0,2.0,50.0,2,3846.153846153846
5509,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,326.0,3,13171.717171717171
5510,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,2040.0,3.0,,200.0,3,9803.921568627453
5511,Built-up  Area,Ready To Move,Hosakerehalli,1 Bedroom,1200.0,1.0,0.0,150.0,1,12500.0
5512,Plot  Area,Ready To Move,Jigani,4 Bedroom,2420.0,4.0,1.0,190.0,4,7851.239669421488
5513,Built-up  Area,Ready To Move,Thubarahalli,2 BHK,1216.0,2.0,1.0,80.0,2,6578.9473684210525
5514,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1459.0,2.0,1.0,110.0,3,7539.410555174777
5515,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1622.0,2.0,0.0,80.0,3,4932.182490752158
5516,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,85.0,3,4612.045577862181
5517,Plot  Area,Ready To Move,other,2 Bedroom,600.0,1.0,1.0,52.0,2,8666.666666666666
5518,Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,1430.0,2.0,1.0,69.5,3,4860.1398601398605
5519,Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,1800.0,2.0,0.0,280.0,4,15555.555555555557
5520,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565.0,2.0,2.0,57.91,3,3700.3194888178914
5521,Super built-up  Area,Ready To Move,other,3 BHK,1670.0,3.0,2.0,160.0,3,9580.838323353291
5522,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1695.0,3.0,2.0,150.0,3,8849.557522123894
5523,Super built-up  Area,Ready To Move,other,2 BHK,1410.0,2.0,2.0,75.0,2,5319.148936170212
5524,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1060.0,2.0,3.0,42.0,2,3962.264150943396
5525,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1120.0,2.0,2.0,50.0,2,4464.285714285715
5526,Plot  Area,Ready To Move,Hosa Road,2 Bedroom,880.0,2.0,0.0,50.0,2,5681.818181818182
5527,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,1435.0,3.0,3.0,57.2,3,3986.062717770035
5528,Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,1425.0,2.0,2.0,56.99,3,3999.2982456140353
5529,Super built-up  Area,Ready To Move,Arekere,2 BHK,900.0,2.0,3.0,50.0,2,5555.555555555556
5530,Built-up  Area,18-Feb,other,5 BHK,2400.0,5.0,2.0,93.0,5,3875.0
5531,Built-up  Area,21-Dec,Thanisandra,1 BHK,693.0,1.0,1.0,34.3,1,4949.494949494949
5532,Super built-up  Area,20-Dec,Electronic City,4 BHK,2435.0,4.0,3.0,119.0,4,4887.063655030801
5533,Super built-up  Area,18-Aug,Iblur Village,3 BHK,1920.0,3.0,2.0,150.0,3,7812.5
5534,Super built-up  Area,18-Mar,Electronic City,1 BHK,630.0,1.0,1.0,47.0,1,7460.31746031746
5535,Super built-up  Area,Ready To Move,Nagavarapalya,1 BHK,705.0,1.0,1.0,55.0,1,7801.418439716312
5536,Super built-up  Area,18-Dec,other,3 BHK,1200.0,2.0,2.0,75.6,3,6299.999999999999
5537,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1532.0,2.0,2.0,62.0,2,4046.9973890339434
5538,Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,1330.0,2.0,1.0,93.0,2,6992.481203007519
5539,Plot  Area,Ready To Move,other,4 Bedroom,1200.0,3.0,1.0,210.0,4,17500.0
5540,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1530.0,2.0,2.0,60.0,3,3921.56862745098
5541,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1105.0,2.0,2.0,42.0,2,3800.9049773755655
5542,Plot  Area,Ready To Move,1st Phase JP Nagar,2 Bedroom,1566.0,2.0,0.0,180.0,2,11494.25287356322
5543,Super built-up  Area,18-Jul,Harlur,3 BHK,1630.0,3.0,1.0,95.1,3,5834.355828220859
5544,Built-up  Area,Ready To Move,Brookefield,3 BHK,1595.0,2.0,3.0,75.0,3,4702.194357366771
5545,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000.0,2.0,2.0,53.0,2,5300.0
5546,Plot  Area,18-May,other,5 Bedroom,2400.0,5.0,3.0,285.0,5,11875.0
5547,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,28.88,2,2888.0
5548,Plot  Area,Ready To Move,other,4 Bedroom,2360.0,4.0,1.0,650.0,4,27542.37288135593
